Date,Open,High,Low,Close,Adj Close,Volume
1992-02-25,360.369995,360.369995,360.369995,360.369995,360.369995,0
1992-02-26,360.100006,360.100006,360.100006,360.100006,360.100006,0
1992-02-27,362.450012,362.450012,362.450012,362.450012,362.450012,0
1992-02-28,364.660004,364.660004,364.660004,364.660004,364.660004,0
1992-03-02,365.390015,365.390015,365.390015,365.390015,365.390015,0
1992-03-03,367.000000,367.000000,367.000000,367.000000,367.000000,0
1992-03-04,368.320007,368.320007,368.320007,368.320007,368.320007,0
1992-03-05,369.760010,369.760010,369.760010,369.760010,369.760010,0
1992-03-06,371.760010,371.760010,371.760010,371.760010,371.760010,0
1992-03-09,373.529999,373.529999,373.529999,373.529999,373.529999,0
1992-03-10,375.230011,375.230011,375.230011,375.230011,375.230011,0
1992-03-11,376.140015,376.140015,376.140015,376.140015,376.140015,0
1992-03-12,376.920013,376.920013,376.920013,376.920013,376.920013,0
1992-03-13,376.380005,376.380005,376.380005,376.380005,376.380005,0
1992-03-16,377.049988,377.049988,377.049988,377.049988,377.049988,0
1992-03-17,377.489990,377.489990,377.489990,377.489990,377.489990,0
1992-03-18,377.660004,377.660004,377.660004,377.660004,377.660004,0
1992-03-19,377.309998,377.309998,377.309998,377.309998,377.309998,0
1992-03-20,377.989990,377.989990,377.989990,377.989990,377.989990,0
1992-03-23,378.890015,378.890015,378.890015,378.890015,378.890015,0
1992-03-24,378.690002,378.690002,378.690002,378.690002,378.690002,0
1992-03-25,378.119995,378.119995,378.119995,378.119995,378.119995,0
1992-03-26,379.130005,379.130005,379.130005,379.130005,379.130005,0
1992-03-27,380.769989,380.769989,380.769989,380.769989,380.769989,0
1992-03-30,381.440002,381.440002,381.440002,381.440002,381.440002,0
1992-03-31,381.239990,381.239990,381.239990,381.239990,381.239990,0
1992-04-01,381.010010,381.010010,381.010010,381.010010,381.010010,0
1992-04-02,381.119995,381.119995,381.119995,381.119995,381.119995,0
1992-04-03,381.329987,381.329987,381.329987,381.329987,381.329987,0
1992-04-06,381.470001,381.470001,381.470001,381.470001,381.470001,0
1992-04-07,381.929993,381.929993,381.929993,381.929993,381.929993,0
1992-04-08,382.429993,382.429993,382.429993,382.429993,382.429993,0
1992-04-09,381.649994,381.649994,381.649994,381.649994,381.649994,0
1992-04-10,382.029999,382.029999,382.029999,382.029999,382.029999,0
1992-04-13,391.109985,391.109985,391.109985,391.109985,391.109985,0
1992-04-14,400.609985,400.609985,400.609985,400.609985,400.609985,0
1992-04-15,406.720001,406.720001,406.720001,406.720001,406.720001,0
1992-04-16,410.549988,410.549988,410.549988,410.549988,410.549988,0
1992-04-17,414.420013,414.420013,414.420013,414.420013,414.420013,0
1992-04-20,413.850006,413.850006,413.850006,413.850006,413.850006,0
1992-04-21,410.059998,410.059998,410.059998,410.059998,410.059998,0
1992-04-22,399.880005,399.880005,399.880005,399.880005,399.880005,0
1992-04-23,407.250000,407.250000,407.250000,407.250000,407.250000,0
1992-04-24,414.399994,414.399994,414.399994,414.399994,414.399994,0
1992-04-27,424.579987,424.579987,424.579987,424.579987,424.579987,0
1992-04-28,436.089996,436.089996,436.089996,436.089996,436.089996,0
1992-04-29,444.160004,444.160004,444.160004,444.160004,444.160004,0
1992-04-30,445.380005,445.380005,445.380005,445.380005,445.380005,0
1992-05-01,null,null,null,null,null,null
1992-05-04,453.619995,453.619995,453.619995,453.619995,453.619995,0
1992-05-05,449.209991,449.209991,449.209991,449.209991,449.209991,0
1992-05-06,449.959991,449.959991,449.959991,449.959991,449.959991,0
1992-05-07,454.649994,454.649994,454.649994,454.649994,454.649994,0
1992-05-08,468.109985,468.109985,468.109985,468.109985,468.109985,0
1992-05-11,491.500000,491.500000,491.500000,491.500000,491.500000,0
1992-05-12,506.529999,506.529999,506.529999,506.529999,506.529999,0
1992-05-13,514.039978,514.039978,514.039978,514.039978,514.039978,0
1992-05-14,523.359985,523.359985,523.359985,523.359985,523.359985,0
1992-05-15,544.349976,544.349976,544.349976,544.349976,544.349976,0
1992-05-18,571.820007,571.820007,571.820007,571.820007,571.820007,0
1992-05-19,598.109985,598.109985,598.109985,598.109985,598.109985,0
1992-05-20,616.989990,616.989990,616.989990,616.989990,616.989990,0
1992-05-21,1266.489990,1266.489990,1266.489990,1266.489990,1266.489990,0
1992-05-22,1339.989990,1339.989990,1339.989990,1339.989990,1339.989990,0
1992-05-25,1421.569946,1421.569946,1421.569946,1421.569946,1421.569946,0
1992-05-26,1301.349976,1301.349976,1301.349976,1301.349976,1301.349976,0
1992-05-27,1193.170044,1193.170044,1193.170044,1193.170044,1193.170044,0
1992-05-28,1160.170044,1160.170044,1160.170044,1160.170044,1160.170044,0
1992-05-29,1234.709961,1234.709961,1234.709961,1234.709961,1234.709961,0
1992-06-01,1183.239990,1183.239990,1183.239990,1183.239990,1183.239990,0
1992-06-02,1141.020020,1141.020020,1141.020020,1141.020020,1141.020020,0
1992-06-03,1059.069946,1059.069946,1059.069946,1059.069946,1059.069946,0
1992-06-04,1104.459961,1104.459961,1104.459961,1104.459961,1104.459961,0
1992-06-05,1105.760010,1105.760010,1105.760010,1105.760010,1105.760010,0
1992-06-08,1093.459961,1093.459961,1093.459961,1093.459961,1093.459961,0
1992-06-09,1126.619995,1126.619995,1126.619995,1126.619995,1126.619995,0
1992-06-10,1187.020020,1187.020020,1187.020020,1187.020020,1187.020020,0
1992-06-11,1178.300049,1178.300049,1178.300049,1178.300049,1178.300049,0
1992-06-12,1171.709961,1171.709961,1171.709961,1171.709961,1171.709961,0
1992-06-15,1171.849976,1171.849976,1171.849976,1171.849976,1171.849976,0
1992-06-16,1166.699951,1166.699951,1166.699951,1166.699951,1166.699951,0
1992-06-17,1169.569946,1169.569946,1169.569946,1169.569946,1169.569946,0
1992-06-18,1168.430054,1168.430054,1168.430054,1168.430054,1168.430054,0
1992-06-19,1171.939941,1171.939941,1171.939941,1171.939941,1171.939941,0
1992-06-22,1169.900024,1169.900024,1169.900024,1169.900024,1169.900024,0
1992-06-23,1158.170044,1158.170044,1158.170044,1158.170044,1158.170044,0
1992-06-24,1151.060059,1151.060059,1151.060059,1151.060059,1151.060059,0
1992-06-25,1160.229980,1160.229980,1160.229980,1160.229980,1160.229980,0
1992-06-26,1164.670044,1164.670044,1164.670044,1164.670044,1164.670044,0
1992-06-29,1169.510010,1169.510010,1169.510010,1169.510010,1169.510010,0
1992-06-30,1191.189941,1191.189941,1191.189941,1191.189941,1191.189941,0
1992-07-01,1194.180054,1194.180054,1194.180054,1194.180054,1194.180054,0
1992-07-02,1187.479980,1187.479980,1187.479980,1187.479980,1187.479980,0
1992-07-03,1189.160034,1189.160034,1189.160034,1189.160034,1189.160034,0
1992-07-06,1201.010010,1201.010010,1201.010010,1201.010010,1201.010010,0
1992-07-07,1206.459961,1206.459961,1206.459961,1206.459961,1206.459961,0
1992-07-08,1185.500000,1185.500000,1185.500000,1185.500000,1185.500000,0
1992-07-09,1178.530029,1178.530029,1178.530029,1178.530029,1178.530029,0
1992-07-10,1188.619995,1188.619995,1188.619995,1188.619995,1188.619995,0
1992-07-13,1136.329956,1136.329956,1136.329956,1136.329956,1136.329956,0
1992-07-14,1114.050049,1114.050049,1114.050049,1114.050049,1114.050049,0
1992-07-15,1107.689941,1107.689941,1107.689941,1107.689941,1107.689941,0
1992-07-16,1124.640015,1124.640015,1124.640015,1124.640015,1124.640015,0
1992-07-17,1125.560059,1125.560059,1125.560059,1125.560059,1125.560059,0
1992-07-20,1098.819946,1098.819946,1098.819946,1098.819946,1098.819946,0
1992-07-21,1082.390015,1082.390015,1082.390015,1082.390015,1082.390015,0
1992-07-22,1035.660034,1035.660034,1035.660034,1035.660034,1035.660034,0
1992-07-23,1014.570007,1014.570007,1014.570007,1014.570007,1014.570007,0
1992-07-24,1142.020020,1142.020020,1142.020020,1142.020020,1142.020020,0
1992-07-27,1149.329956,1149.329956,1149.329956,1149.329956,1149.329956,0
1992-07-28,1105.949951,1105.949951,1105.949951,1105.949951,1105.949951,0
1992-07-29,1087.119995,1087.119995,1087.119995,1087.119995,1087.119995,0
1992-07-30,1057.400024,1057.400024,1057.400024,1057.400024,1057.400024,0
1992-07-31,1052.069946,1052.069946,1052.069946,1052.069946,1052.069946,0
1992-08-03,1031.550049,1031.550049,1031.550049,1031.550049,1031.550049,0
1992-08-04,1035.630005,1035.630005,1035.630005,1035.630005,1035.630005,0
1992-08-05,1012.549988,1012.549988,1012.549988,1012.549988,1012.549988,0
1992-08-06,1002.169983,1002.169983,1002.169983,1002.169983,1002.169983,0
1992-08-07,1005.229980,1005.229980,1005.229980,1005.229980,1005.229980,0
1992-08-10,964.090027,964.090027,964.090027,964.090027,964.090027,0
1992-08-11,863.409973,863.409973,863.409973,863.409973,863.409973,0
1992-08-12,781.210022,781.210022,781.210022,781.210022,781.210022,0
1992-08-13,850.940002,850.940002,850.940002,850.940002,850.940002,0
1992-08-14,858.380005,858.380005,858.380005,858.380005,858.380005,0
1992-08-17,939.460022,939.460022,939.460022,939.460022,939.460022,0
1992-08-18,933.440002,933.440002,933.440002,933.440002,933.440002,0
1992-08-19,939.510010,939.510010,939.510010,939.510010,939.510010,0
1992-08-20,932.320007,932.320007,932.320007,932.320007,932.320007,0
1992-08-21,916.250000,916.250000,916.250000,916.250000,916.250000,0
1992-08-24,884.099976,884.099976,884.099976,884.099976,884.099976,0
1992-08-25,849.570007,849.570007,849.570007,849.570007,849.570007,0
1992-08-26,877.250000,877.250000,877.250000,877.250000,877.250000,0
1992-08-27,863.770020,863.770020,863.770020,863.770020,863.770020,0
1992-08-28,848.200012,848.200012,848.200012,848.200012,848.200012,0
1992-08-31,823.270020,823.270020,823.270020,823.270020,823.270020,0
1992-09-01,824.960022,824.960022,824.960022,824.960022,824.960022,0
1992-09-02,787.669983,787.669983,787.669983,787.669983,787.669983,0
1992-09-03,764.109985,764.109985,764.109985,764.109985,764.109985,0
1992-09-04,753.580017,753.580017,753.580017,753.580017,753.580017,0
1992-09-07,702.830017,702.830017,702.830017,702.830017,702.830017,0
1992-09-08,640.119995,640.119995,640.119995,640.119995,640.119995,0
1992-09-09,635.739990,635.739990,635.739990,635.739990,635.739990,0
1992-09-10,692.780029,692.780029,692.780029,692.780029,692.780029,0
1992-09-11,776.289978,776.289978,776.289978,776.289978,776.289978,0
1992-09-14,734.979980,734.979980,734.979980,734.979980,734.979980,0
1992-09-15,738.159973,738.159973,738.159973,738.159973,738.159973,0
1992-09-16,769.039978,769.039978,769.039978,769.039978,769.039978,0
1992-09-17,761.719971,761.719971,761.719971,761.719971,761.719971,0
1992-09-18,754.400024,754.400024,754.400024,754.400024,754.400024,0
1992-09-21,733.440002,733.440002,733.440002,733.440002,733.440002,0
1992-09-22,722.700012,722.700012,722.700012,722.700012,722.700012,0
1992-09-23,712.369995,712.369995,712.369995,712.369995,712.369995,0
1992-09-24,730.570007,730.570007,730.570007,730.570007,730.570007,0
1992-09-25,729.789978,729.789978,729.789978,729.789978,729.789978,0
1992-09-28,724.700012,724.700012,724.700012,724.700012,724.700012,0
1992-09-29,710.630005,710.630005,710.630005,710.630005,710.630005,0
1992-09-30,702.320007,702.320007,702.320007,702.320007,702.320007,0
1992-10-01,702.320007,702.320007,702.320007,702.320007,702.320007,0
1992-10-02,702.320007,702.320007,702.320007,702.320007,702.320007,0
1992-10-05,679.619995,679.619995,679.619995,679.619995,679.619995,0
1992-10-06,674.239990,674.239990,674.239990,674.239990,674.239990,0
1992-10-07,665.260010,665.260010,665.260010,665.260010,665.260010,0
1992-10-08,643.690002,643.690002,643.690002,643.690002,643.690002,0
1992-10-09,660.289978,660.289978,660.289978,660.289978,660.289978,0
1992-10-12,690.570007,690.570007,690.570007,690.570007,690.570007,0
1992-10-13,673.989990,673.989990,673.989990,673.989990,673.989990,0
1992-10-14,663.750000,663.750000,663.750000,663.750000,663.750000,0
1992-10-15,663.530029,663.530029,663.530029,663.530029,663.530029,0
1992-10-16,664.750000,664.750000,664.750000,664.750000,664.750000,0
1992-10-19,632.400024,632.400024,632.400024,632.400024,632.400024,0
1992-10-20,616.289978,616.289978,616.289978,616.289978,616.289978,0
1992-10-21,585.700012,585.700012,585.700012,585.700012,585.700012,0
1992-10-22,539.799988,539.799988,539.799988,539.799988,539.799988,0
1992-10-23,559.729980,559.729980,559.729980,559.729980,559.729980,0
1992-10-26,506.940002,506.940002,506.940002,506.940002,506.940002,0
1992-10-27,450.279999,450.279999,450.279999,450.279999,450.279999,0
1992-10-28,463.209991,463.209991,463.209991,463.209991,463.209991,0
1992-10-29,484.250000,484.250000,484.250000,484.250000,484.250000,0
1992-10-30,507.250000,507.250000,507.250000,507.250000,507.250000,0
1992-11-02,477.609985,477.609985,477.609985,477.609985,477.609985,0
1992-11-03,479.809998,479.809998,479.809998,479.809998,479.809998,0
1992-11-04,469.899994,469.899994,469.899994,469.899994,469.899994,0
1992-11-05,462.630005,462.630005,462.630005,462.630005,462.630005,0
1992-11-06,457.049988,457.049988,457.049988,457.049988,457.049988,0
1992-11-09,428.609985,428.609985,428.609985,428.609985,428.609985,0
1992-11-10,400.529999,400.529999,400.529999,400.529999,400.529999,0
1992-11-11,410.160004,410.160004,410.160004,410.160004,410.160004,0
1992-11-12,415.790009,415.790009,415.790009,415.790009,415.790009,0
1992-11-13,414.089996,414.089996,414.089996,414.089996,414.089996,0
1992-11-16,399.320007,399.320007,399.320007,399.320007,399.320007,0
1992-11-17,393.519989,393.519989,393.519989,393.519989,393.519989,0
1992-11-18,407.609985,407.609985,407.609985,407.609985,407.609985,0
1992-11-19,398.950012,398.950012,398.950012,398.950012,398.950012,0
1992-11-20,401.440002,401.440002,401.440002,401.440002,401.440002,0
1992-11-23,410.390015,410.390015,410.390015,410.390015,410.390015,0
1992-11-24,440.040009,440.040009,440.040009,440.040009,440.040009,0
1992-11-25,571.630005,571.630005,571.630005,571.630005,571.630005,0
1992-11-26,562.010010,562.010010,562.010010,562.010010,562.010010,0
1992-11-27,637.669983,637.669983,637.669983,637.669983,637.669983,0
1992-11-30,724.599976,724.599976,724.599976,724.599976,724.599976,0
1992-12-01,716.739990,716.739990,716.739990,716.739990,716.739990,0
1992-12-02,722.200012,722.200012,722.200012,722.200012,722.200012,0
1992-12-03,808.200012,808.200012,808.200012,808.200012,808.200012,0
1992-12-04,807.020020,807.020020,807.020020,807.020020,807.020020,0
1992-12-07,793.250000,793.250000,793.250000,793.250000,793.250000,0
1992-12-08,753.940002,753.940002,753.940002,753.940002,753.940002,0
1992-12-09,676.450012,676.450012,676.450012,676.450012,676.450012,0
1992-12-10,625.229980,625.229980,625.229980,625.229980,625.229980,0
1992-12-11,722.280029,722.280029,722.280029,722.280029,722.280029,0
1992-12-14,705.070007,705.070007,705.070007,705.070007,705.070007,0
1992-12-15,682.239990,682.239990,682.239990,682.239990,682.239990,0
1992-12-16,685.820007,685.820007,685.820007,685.820007,685.820007,0
1992-12-17,707.820007,707.820007,707.820007,707.820007,707.820007,0
1992-12-18,698.130005,698.130005,698.130005,698.130005,698.130005,0
1992-12-21,731.679993,731.679993,731.679993,731.679993,731.679993,0
1992-12-22,725.780029,725.780029,725.780029,725.780029,725.780029,0
1992-12-23,732.049988,732.049988,732.049988,732.049988,732.049988,0
1992-12-24,758.590027,758.590027,758.590027,758.590027,758.590027,0
1992-12-25,764.280029,764.280029,764.280029,764.280029,764.280029,0
1992-12-28,757.309998,757.309998,757.309998,757.309998,757.309998,0
1992-12-29,768.909973,768.909973,768.909973,768.909973,768.909973,0
1992-12-30,767.520020,767.520020,767.520020,767.520020,767.520020,0
1992-12-31,780.390015,780.390015,780.390015,780.390015,780.390015,0
1993-01-01,null,null,null,null,null,null
1993-01-04,814.039978,814.039978,814.039978,814.039978,814.039978,0
1993-01-05,858.719971,858.719971,858.719971,858.719971,858.719971,0
1993-01-06,847.440002,847.440002,847.440002,847.440002,847.440002,0
1993-01-07,868.969971,868.969971,868.969971,868.969971,868.969971,0
1993-01-08,889.469971,889.469971,889.469971,889.469971,889.469971,0
1993-01-11,977.419983,977.419983,977.419983,977.419983,977.419983,0
1993-01-12,987.260010,987.260010,987.260010,987.260010,987.260010,0
1993-01-13,1024.050049,1024.050049,1024.050049,1024.050049,1024.050049,0
1993-01-14,1086.430054,1086.430054,1086.430054,1086.430054,1086.430054,0
1993-01-15,1063.760010,1063.760010,1063.760010,1063.760010,1063.760010,0
1993-01-18,1055.319946,1055.319946,1055.319946,1055.319946,1055.319946,0
1993-01-19,991.830017,991.830017,991.830017,991.830017,991.830017,0
1993-01-20,1043.310059,1043.310059,1043.310059,1043.310059,1043.310059,0
1993-01-21,1074.260010,1074.260010,1074.260010,1074.260010,1074.260010,0
1993-01-22,1100.310059,1100.310059,1100.310059,1100.310059,1100.310059,0
1993-01-25,1100.310059,1100.310059,1100.310059,1100.310059,1100.310059,0
1993-01-26,1100.310059,1100.310059,1100.310059,1100.310059,1100.310059,0
1993-01-27,1162.439941,1162.439941,1162.439941,1162.439941,1162.439941,0
1993-01-28,1150.369995,1150.369995,1150.369995,1150.369995,1150.369995,0
1993-01-29,1198.479980,1198.479980,1198.479980,1198.479980,1198.479980,0
1993-02-01,1278.500000,1278.500000,1278.500000,1278.500000,1278.500000,0
1993-02-02,1310.579956,1310.579956,1310.579956,1310.579956,1310.579956,0
1993-02-03,1300.560059,1300.560059,1300.560059,1300.560059,1300.560059,0
1993-02-04,1371.579956,1371.579956,1371.579956,1371.579956,1371.579956,0
1993-02-05,1332.959961,1332.959961,1332.959961,1332.959961,1332.959961,0
1993-02-08,1393.170044,1393.170044,1393.170044,1393.170044,1393.170044,0
1993-02-09,1474.920044,1474.920044,1474.920044,1474.920044,1474.920044,0
1993-02-10,1454.459961,1454.459961,1454.459961,1454.459961,1454.459961,0
1993-02-11,1397.380005,1397.380005,1397.380005,1397.380005,1397.380005,0
1993-02-12,1458.760010,1458.760010,1458.760010,1458.760010,1458.760010,0
1993-02-15,1536.819946,1536.819946,1536.819946,1536.819946,1536.819946,0
1993-02-16,1513.479980,1513.479980,1513.479980,1513.479980,1513.479980,0
1993-02-17,1504.000000,1504.000000,1504.000000,1504.000000,1504.000000,0
1993-02-18,1508.219971,1508.219971,1508.219971,1508.219971,1508.219971,0
1993-02-19,1499.739990,1499.739990,1499.739990,1499.739990,1499.739990,0
1993-02-22,1456.290039,1456.290039,1456.290039,1456.290039,1456.290039,0
1993-02-23,1367.359985,1367.359985,1367.359985,1367.359985,1367.359985,0
1993-02-24,1264.959961,1264.959961,1264.959961,1264.959961,1264.959961,0
1993-02-25,1410.359985,1410.359985,1410.359985,1410.359985,1410.359985,0
1993-02-26,1339.880005,1339.880005,1339.880005,1339.880005,1339.880005,0
1993-03-01,1199.729980,1199.729980,1199.729980,1199.729980,1199.729980,0
1993-03-02,1245.109985,1245.109985,1245.109985,1245.109985,1245.109985,0
1993-03-03,1231.770020,1231.770020,1231.770020,1231.770020,1231.770020,0
1993-03-04,1159.130005,1159.130005,1159.130005,1159.130005,1159.130005,0
1993-03-05,1109.540039,1109.540039,1109.540039,1109.540039,1109.540039,0
1993-03-08,1209.650024,1209.650024,1209.650024,1209.650024,1209.650024,0
1993-03-09,1137.790039,1137.790039,1137.790039,1137.790039,1137.790039,0
1993-03-10,1188.969971,1188.969971,1188.969971,1188.969971,1188.969971,0
1993-03-11,1261.800049,1261.800049,1261.800049,1261.800049,1261.800049,0
1993-03-12,1236.369995,1236.369995,1236.369995,1236.369995,1236.369995,0
1993-03-15,1171.729980,1171.729980,1171.729980,1171.729980,1171.729980,0
1993-03-16,1222.550049,1222.550049,1222.550049,1222.550049,1222.550049,0
1993-03-17,1202.849976,1202.849976,1202.849976,1202.849976,1202.849976,0
1993-03-18,1184.479980,1184.479980,1184.479980,1184.479980,1184.479980,0
1993-03-19,1174.989990,1174.989990,1174.989990,1174.989990,1174.989990,0
1993-03-22,1036.920044,1036.920044,1036.920044,1036.920044,1036.920044,0
1993-03-23,971.250000,971.250000,971.250000,971.250000,971.250000,0
1993-03-24,956.969971,956.969971,956.969971,956.969971,956.969971,0
1993-03-25,945.419983,945.419983,945.419983,945.419983,945.419983,0
1993-03-26,1039.760010,1039.760010,1039.760010,1039.760010,1039.760010,0
1993-03-29,970.450012,970.450012,970.450012,970.450012,970.450012,0
1993-03-30,958.049988,958.049988,958.049988,958.049988,958.049988,0
1993-03-31,925.909973,925.909973,925.909973,925.909973,925.909973,0
1993-04-01,947.229980,947.229980,947.229980,947.229980,947.229980,0
1993-04-02,944.010010,944.010010,944.010010,944.010010,944.010010,0
1993-04-05,947.869995,947.869995,947.869995,947.869995,947.869995,0
1993-04-06,1059.619995,1059.619995,1059.619995,1059.619995,1059.619995,0
1993-04-07,1099.619995,1099.619995,1099.619995,1099.619995,1099.619995,0
1993-04-08,1235.869995,1235.869995,1235.869995,1235.869995,1235.869995,0
1993-04-09,1243.020020,1243.020020,1243.020020,1243.020020,1243.020020,0
1993-04-12,1203.540039,1203.540039,1203.540039,1203.540039,1203.540039,0
1993-04-13,1297.359985,1297.359985,1297.359985,1297.359985,1297.359985,0
1993-04-14,1272.390015,1272.390015,1272.390015,1272.390015,1272.390015,0
1993-04-15,1278.839966,1278.839966,1278.839966,1278.839966,1278.839966,0
1993-04-16,1214.750000,1214.750000,1214.750000,1214.750000,1214.750000,0
1993-04-19,1223.219971,1223.219971,1223.219971,1223.219971,1223.219971,0
1993-04-20,1235.520020,1235.520020,1235.520020,1235.520020,1235.520020,0
1993-04-21,1222.560059,1222.560059,1222.560059,1222.560059,1222.560059,0
1993-04-22,1267.349976,1267.349976,1267.349976,1267.349976,1267.349976,0
1993-04-23,1260.250000,1260.250000,1260.250000,1260.250000,1260.250000,0
1993-04-26,1345.609985,1345.609985,1345.609985,1345.609985,1345.609985,0
1993-04-27,1363.439941,1363.439941,1363.439941,1363.439941,1363.439941,0
1993-04-28,1372.500000,1372.500000,1372.500000,1372.500000,1372.500000,0
1993-04-29,1349.680054,1349.680054,1349.680054,1349.680054,1349.680054,0
1993-04-30,1358.780029,1358.780029,1358.780029,1358.780029,1358.780029,0
1993-05-03,1352.239990,1352.239990,1352.239990,1352.239990,1352.239990,0
1993-05-04,1241.160034,1241.160034,1241.160034,1241.160034,1241.160034,0
1993-05-05,1246.819946,1246.819946,1246.819946,1246.819946,1246.819946,0
1993-05-06,1162.920044,1162.920044,1162.920044,1162.920044,1162.920044,0
1993-05-07,1199.810059,1199.810059,1199.810059,1199.810059,1199.810059,0
1993-05-10,1128.290039,1128.290039,1128.290039,1128.290039,1128.290039,0
1993-05-11,1136.739990,1136.739990,1136.739990,1136.739990,1136.739990,0
1993-05-12,1140.189941,1140.189941,1140.189941,1140.189941,1140.189941,0
1993-05-13,1177.280029,1177.280029,1177.280029,1177.280029,1177.280029,0
1993-05-14,1167.469971,1167.469971,1167.469971,1167.469971,1167.469971,0
1993-05-17,1140.040039,1140.040039,1140.040039,1140.040039,1140.040039,0
1993-05-18,1130.260010,1130.260010,1130.260010,1130.260010,1130.260010,0
1993-05-19,1147.219971,1147.219971,1147.219971,1147.219971,1147.219971,0
1993-05-20,1165.400024,1165.400024,1165.400024,1165.400024,1165.400024,0
1993-05-21,1143.969971,1143.969971,1143.969971,1143.969971,1143.969971,0
1993-05-24,1026.130005,1026.130005,1026.130005,1026.130005,1026.130005,0
1993-05-25,997.950012,997.950012,997.950012,997.950012,997.950012,0
1993-05-26,995.450012,995.450012,995.450012,995.450012,995.450012,0
1993-05-27,963.609985,963.609985,963.609985,963.609985,963.609985,0
1993-05-28,972.770020,972.770020,972.770020,972.770020,972.770020,0
1993-05-31,935.479980,935.479980,935.479980,935.479980,935.479980,0
1993-06-01,928.580017,928.580017,928.580017,928.580017,928.580017,0
1993-06-02,1081.199951,1081.199951,1081.199951,1081.199951,1081.199951,0
1993-06-03,1018.289978,1018.289978,1018.289978,1018.289978,1018.289978,0
1993-06-04,1004.299988,1004.299988,1004.299988,1004.299988,1004.299988,0
1993-06-07,1064.979980,1064.979980,1064.979980,1064.979980,1064.979980,0
1993-06-08,1074.579956,1074.579956,1074.579956,1074.579956,1074.579956,0
1993-06-09,1065.189941,1065.189941,1065.189941,1065.189941,1065.189941,0
1993-06-10,1044.439941,1044.439941,1044.439941,1044.439941,1044.439941,0
1993-06-11,1047.000000,1047.000000,1047.000000,1047.000000,1047.000000,0
1993-06-14,1000.429993,1000.429993,1000.429993,1000.429993,1000.429993,0
1993-06-15,1001.609985,1001.609985,1001.609985,1001.609985,1001.609985,0
1993-06-16,1004.239990,1004.239990,1004.239990,1004.239990,1004.239990,0
1993-06-17,998.000000,998.000000,998.000000,998.000000,998.000000,0
1993-06-18,1005.979980,1005.979980,1005.979980,1005.979980,1005.979980,0
1993-06-21,977.609985,977.609985,977.609985,977.609985,977.609985,0
1993-06-22,981.130005,981.130005,981.130005,981.130005,981.130005,0
1993-06-23,986.020020,986.020020,986.020020,986.020020,986.020020,0
1993-06-24,980.169983,980.169983,980.169983,980.169983,980.169983,0
1993-06-25,1006.640015,1006.640015,1006.640015,1006.640015,1006.640015,0
1993-06-28,1002.419983,1002.419983,1002.419983,1002.419983,1002.419983,0
1993-06-29,1028.439941,1028.439941,1028.439941,1028.439941,1028.439941,0
